,BTCUSDT_open,BTCUSDT_high,BTCUSDT_low,BTCUSDT_close,EMA10gtEMA30,ClGtEMA10,MACD,RSI,%K,%R,PROC,return,class
33,3434.0,3443.45,3349.92,3411.04,-1,-1,9.228201958654388,39.163147731575265,16.515348032857734,-83.48465196714227,-0.044424896767723154,0.0,0
34,3434.0,3443.45,3349.92,3411.04,-1,-1,11.457618754388676,39.163147731575265,16.515348032857734,-83.48465196714227,-0.044424896767723154,0.013819832074675187,1
35,3410.04,3478.0,3387.1,3458.18,-1,-1,8.995592878418698,44.10332292039354,29.253134457414554,-70.74686554258544,-0.03004243694061356,-0.0069632002961095285,0
36,3457.5,3489.2,3418.8,3434.1,-1,-1,7.998259660305486,42.21742183452459,24.48445362264037,-75.51554637735963,-0.03678563915573946,0.008144783203750672,1
37,3434.1,3488.0,3401.2,3462.07,-1,-1,4.800472073202343,45.15125209320176,35.82838157306246,-64.17161842693754,-0.024999718376496824,0.012333661653288308,1
38,3462.2,3526.4,3440.29,3504.77,-1,1,-0.5205389305015657,49.37702203435334,49.46968244840583,-50.53031755159417,0.020564040592286267,-0.013313284466598296,0
39,3504.06,3511.09,3426.0,3458.11,-1,-1,-1.4378002765430864,45.27239115779911,34.563286690946285,-65.43671330905372,0.013799310474224918,0.0,0
40,3504.06,3511.09,3426.0,3458.11,-1,-1,-2.3973351616481224,45.27239115779911,34.563286690946285,-65.43671330905372,0.013799310474224918,0.0014776857879013061,1
41,3458.11,3484.88,3433.31,3463.22,-1,-1,-3.6414430835251537,45.84418547994788,36.19577023832335,-63.80422976167665,0.0014574140154647716,0.002416825959656199,1
42,3463.22,3478.97,3448.43,3471.59,-1,-1,-5.191790576943575,46.82420914754193,38.86972078461443,-61.13027921538558,0.010916979703561409,-0.019074833145619197,0
43,3471.57,3482.72,3380.0,3405.37,-1,-1,-2.2306042298656763,40.56909557367009,17.714523033671913,-82.28547696632808,-0.016377485146169855,-0.002046767311628339,0
44,3407.0,3426.45,3390.0,3398.4,-1,-1,-0.2556000687242346,39.96394783178966,21.162912519643807,-78.8370874803562,-0.030350065767511102,0.07669491525423733,1
45,3398.4,3733.58,3373.1,3659.04,-1,1,-15.619899207415493,62.49392271628227,80.57133920658917,-19.42866079341083,0.0581039932217309,0.0,0
46,3398.4,3733.58,3373.1,3659.04,-1,1,-24.81751660662615,62.49392271628227,80.57133920658917,-19.42866079341083,0.0581039932217309,0.0016780357689447634,1
47,3660.27,3680.02,3625.13,3665.18,1,1,-29.995009009201084,62.8745648029626,82.17171453891464,-17.828285461085365,0.058315671542668396,0.004059827893855283,1
48,3665.18,3684.99,3609.76,3680.06,1,1,-32.86009572705851,63.83253602387426,85.15312916111851,-14.846870838881486,0.060050293957523725,-0.013317717645907834,0
